Date,Open,High,Low,Close,Volume,Ticker,Company_Name,Segment,Exchange,Currency,Daily_Return_Pct,Price_Range,Year,Month,Month_Name,Weekday,Rolling_Volatility_30d
2021-10-12 00:00:00+05:30,760.3354092752614,768.079155828651,760.3354092752614,762.4877319335938,8176946,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,-0.2570660631917687,7.743746553389542,2021,10,Oct,Tuesday,1.0734507340303112
2021-10-13 00:00:00+05:30,765.9502737348906,771.0971601191812,762.6749823994329,767.0732421875,6225644,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,0.6013880698483964,8.422177719748333,2021,10,Oct,Wednesday,1.0552287235043194
2021-10-14 00:00:00+05:30,766.4181393559124,790.7488739386398,766.4181393559124,789.5323486328125,14757288,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,2.927895957009885,24.33073458272736,2021,10,Oct,Thursday,1.1618334575267453
2021-10-18 00:00:00+05:30,797.7673126363635,807.125286978139,780.0105791694615,781.53125,28856456,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,-1.0133971896993832,27.114707808677508,2021,10,Oct,Monday,1.1661841852325963
2021-10-19 00:00:00+05:30,783.9409057808846,791.8951842055869,781.8587792751537,790.1405639648438,8987540,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,1.101595613079298,10.036404930433264,2021,10,Oct,Tuesday,1.1563507628217886
2021-10-20 00:00:00+05:30,790.327716219395,794.8429502889365,778.7940013526002,783.1922607421875,10908568,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,-0.8793755870209252,16.048948936336387,2021,10,Oct,Wednesday,1.1553722675572626
2021-10-21 00:00:00+05:30,782.233078871667,786.982205040292,777.1095537754028,784.338623046875,9738190,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,0.14637048425392152,9.872651264889214,2021,10,Oct,Thursday,1.155471583468351
2021-10-22 00:00:00+05:30,786.1166307748242,799.1710165314034,781.7417891509615,786.4207763671875,12175554,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,0.2654661212811549,17.429227380441944,2021,10,Oct,Friday,1.1546933560229187
2021-10-25 00:00:00+05:30,790.748886264946,790.748886264946,755.0950244172517,775.3082275390625,16426766,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,-1.4130538208131482,35.653861847694316,2021,10,Oct,Monday,1.18604701554968
2021-10-26 00:00:00+05:30,772.0329805142471,783.1923549001885,770.3251385582845,773.3197021484375,12090656,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,-0.25648191519092034,12.867216341904054,2021,10,Oct,Tuesday,1.173542099523164
2021-10-27 00:00:00+05:30,773.3196934581074,779.0748711857041,766.090680295695,768.6641235351562,13249642,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,-0.6020250874699151,12.984190890009017,2021,10,Oct,Wednesday,1.1768091042711948
2021-10-28 00:00:00+05:30,772.0328702050767,772.0328702050767,742.6254477542099,745.6433715820312,17797750,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,-2.9949039181444426,29.407422450866875,2021,10,Oct,Thursday,1.3132735647441645
2021-10-29 00:00:00+05:30,743.9589515672715,749.5737361074018,729.9219902169456,740.6134643554688,12406874,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,-0.6745727808041169,19.651745890456255,2021,10,Oct,Friday,1.3130546415890876
2021-11-01 00:00:00+05:30,741.6194917607675,753.7848588180418,740.9410614445757,751.1178588867188,8122320,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,1.4183369648014255,12.843797373466145,2021,11,Nov,Monday,1.3128827267047618
2021-11-02 00:00:00+05:30,751.4454016168362,758.931781707664,748.6614268671785,751.7963256835938,13237722,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,0.09032760822391683,10.270354840485425,2021,11,Nov,Tuesday,1.2833482712100919
2021-11-03 00:00:00+05:30,751.0241896681732,753.2701262679756,737.1978173950451,739.9583740234375,10207338,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,-1.57462217567933,16.07230887293042,2021,11,Nov,Wednesday,1.3153658714466752
2021-11-04 00:00:00+05:30,746.298445400309,747.6319453057723,744.005730288937,745.80712890625,1096808,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,0.7904167434460652,3.6262150168353173,2021,11,Nov,Thursday,1.2999833796129598
2021-11-08 00:00:00+05:30,744.9415577689133,750.8370703527786,734.8115388253409,748.7549438476562,18943580,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,0.39525164444718097,16.025531527437693,2021,11,Nov,Monday,1.2313785284976486
2021-11-09 00:00:00+05:30,746.1112723146045,746.1112723146045,734.1564945316613,735.6537475585938,12695476,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,-1.7497308560981084,11.95477778294321,2021,11,Nov,Tuesday,1.218509084514424
2021-11-10 00:00:00+05:30,733.6652329307989,734.1331316762905,725.2430555119505,727.6995239257812,13714126,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,-1.081245580439183,8.89007616434003,2021,11,Nov,Wednesday,1.1972760291361801
2021-11-11 00:00:00+05:30,725.2664546194623,727.5357520533504,718.5052836512886,724.4476318359375,7999404,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,-0.4468729170386876,9.030468402061842,2021,11,Nov,Thursday,1.1953174664002015
2021-11-12 00:00:00+05:30,725.2429104895263,729.4774161360951,722.926835009093,726.6466064453125,14914092,HDFCBANK.NS,HDFC Bank,Bank,NSE,INR,0.3035381044454777,6.550581127002147,2021,11,Nov,Friday,1.1766238579994117
